Country Code,Country Name,Year,Population,Total Affected,Prevalence Rate %,Drug OD Deaths,Opioid Deaths,Alcohol Deaths,Treatment Centers,Treatment Gap %,Economic Cost (B),Primary Source,Verified
LCA,Saint Lucia,2020,180000,11059,6.14,23,14,123,10,70.8,0.2,PAHO/WHO Americas Report 2024,NO
LCA,Saint Lucia,2021,180000,14079,7.82,29,17,157,10,87.0,0.3,PAHO/WHO Americas Report 2024,NO
LCA,Saint Lucia,2022,180000,14712,8.17,31,18,163,10,88.5,0.3,PAHO/WHO Americas Report 2024,NO
LCA,Saint Lucia,2023,180000,12874,7.15,26,16,143,10,75.5,0.3,PAHO/WHO Americas Report 2024,NO
LCA,Saint Lucia,2024,180000,14886,8.27,31,18,165,10,84.9,0.3,PAHO/WHO Americas Report 2024,NO
LCA,Saint Lucia,2025,180000,19076,10.6,40,24,213,10,98.0,0.4,PAHO/WHO Americas Report 2024,NO
LIE,Liechtenstein,2019,39000,843,2.16,0,0,20,10,55.6,0.0,EMCDDA European Drug Report 2024,NO
LIE,Liechtenstein,2020,39000,1175,3.01,0,0,27,10,74.3,0.0,EMCDDA European Drug Report 2024,NO
LIE,Liechtenstein,2021,39000,1248,3.2,0,0,29,10,76.6,0.0,EMCDDA European Drug Report 2024,NO
LIE,Liechtenstein,2022,39000,1651,4.24,0,0,39,10,98.1,0.0,EMCDDA European Drug Report 2024,NO
LIE,Liechtenstein,2023,39000,1356,3.48,0,0,32,10,78.7,0.0,EMCDDA European Drug Report 2024,NO
LIE,Liechtenstein,2024,39000,1479,3.8,0,0,35,10,83.5,0.0,EMCDDA European Drug Report 2024,NO
LIE,Liechtenstein,2025,39000,1766,4.53,1,0,42,10,97.1,0.0,EMCDDA European Drug Report 2024,NO
LKA,Sri Lanka,2019,21920000,393266,1.79,149,89,8426,43,88.4,8.9,WHO SEARO/WPRO Reports 2024,NO
LKA,Sri Lanka,2020,21920000,358724,1.64,135,81,7686,43,78.7,8.0,WHO SEARO/WPRO Reports 2024,NO
LKA,Sri Lanka,2021,21920000,527566,2.41,200,120,11304,43,100.0,11.5,WHO SEARO/WPRO Reports 2024,NO
LKA,Sri Lanka,2022,21920000,514922,2.35,195,117,11033,43,99.5,11.0,WHO SEARO/WPRO Reports 2024,NO
LKA,Sri Lanka,2023,21920000,350511,1.6,133,80,7510,43,70.8,7.3,WHO SEARO/WPRO Reports 2024,NO
LKA,Sri Lanka,2024,21920000,486337,2.22,185,111,10421,43,95.4,9.9,WHO SEARO/WPRO Reports 2024,NO
LKA,Sri Lanka,2025,21920000,470182,2.14,179,107,10075,43,89.9,9.4,WHO SEARO/WPRO Reports 2024,NO
LSO,Lesotho,2019,2180000,59562,2.73,25,15,1233,10,100,1.4,WHO AFRO Health Statistics 2024,NO
LSO,Lesotho,2020,2180000,69103,3.17,28,17,1431,10,100,1.5,WHO AFRO Health Statistics 2024,NO
LSO,Lesotho,2021,2180000,52255,2.4,22,13,1081,10,87.6,1.1,WHO AFRO Health Statistics 2024,NO
LSO,Lesotho,2022,2180000,48942,2.25,20,12,1013,10,80.0,1.0,WHO AFRO Health Statistics 2024,NO
LSO,Lesotho,2023,2180000,75054,3.44,31,19,1554,10,99.0,1.6,WHO AFRO Health Statistics 2024,NO
LSO,Lesotho,2024,2180000,43630,2.0,18,11,903,10,67.6,0.9,WHO AFRO Health Statistics 2024,NO
LSO,Lesotho,2025,2180000,48534,2.23,20,12,1005,10,73.2,1.0,WHO AFRO Health Statistics 2024,NO
LTU,Lithuania,2019,2790000,61181,2.19,37,22,1485,10,56.4,1.4,EMCDDA European Drug Report 2024,NO
LTU,Lithuania,2020,2790000,95264,3.41,59,35,2313,10,83.8,2.1,EMCDDA European Drug Report 2024,NO
LTU,Lithuania,2021,2790000,108553,3.89,68,40,2635,10,92.6,2.4,EMCDDA European Drug Report 2024,NO
LTU,Lithuania,2022,2790000,115258,4.13,72,43,2798,10,95.7,2.5,EMCDDA European Drug Report 2024,NO
LTU,Lithuania,2023,2790000,109792,3.94,68,40,2665,10,88.8,2.3,EMCDDA European Drug Report 2024,NO
LTU,Lithuania,2024,2790000,104167,3.73,64,38,2529,10,82.1,2.1,EMCDDA European Drug Report 2024,NO
LTU,Lithuania,2025,2790000,100321,3.6,63,37,2436,10,77.1,2.0,EMCDDA European Drug Report 2024,NO
LUX,Luxembourg,2019,645000,25137,3.9,14,8,609,10,97.9,0.6,EMCDDA European Drug Report 2024,NO
LUX,Luxembourg,2020,645000,19800,3.07,11,7,480,10,75.6,0.4,EMCDDA European Drug Report 2024,NO
LUX,Luxembourg,2021,645000,17044,2.64,10,6,413,10,63.6,0.4,EMCDDA European Drug Report 2024,NO
LUX,Luxembourg,2022,645000,22984,3.56,14,8,557,10,82.7,0.5,EMCDDA European Drug Report 2024,NO
LUX,Luxembourg,2023,645000,24094,3.74,14,8,584,10,84.4,0.5,EMCDDA European Drug Report 2024,NO
LUX,Luxembourg,2024,645000,19464,3.02,11,7,472,10,66.5,0.4,EMCDDA European Drug Report 2024,NO
LUX,Luxembourg,2025,645000,19698,3.05,12,7,478,10,65.4,0.4,EMCDDA European Drug Report 2024,NO
LVA,Latvia,2019,1880000,55689,2.96,34,20,1351,10,75.1,1.3,EMCDDA European Drug Report 2024,NO
LVA,Latvia,2020,1880000,72595,3.86,45,27,1762,10,94.4,1.6,EMCDDA European Drug Report 2024,NO
LVA,Latvia,2021,1880000,67966,3.62,42,25,1650,10,86.2,1.5,EMCDDA European Drug Report 2024,NO
LVA,Latvia,2022,1880000,46414,2.47,29,17,1127,10,57.8,1.0,EMCDDA European Drug Report 2024,NO
LVA,Latvia,2023,1880000,63356,3.37,39,23,1537,10,76.2,1.3,EMCDDA European Drug Report 2024,NO
LVA,Latvia,2024,1880000,64384,3.42,40,24,1563,10,75.4,1.3,EMCDDA European Drug Report 2024,NO
LVA,Latvia,2025,1880000,74541,3.96,46,27,1810,10,85.0,1.5,EMCDDA European Drug Report 2024,NO
MAR,Morocco,2019,37460000,658164,1.76,281,168,13632,74,68.6,15.0,WHO AFRO Health Statistics 2024,NO
MAR,Morocco,2020,37460000,1201981,3.21,514,308,24897,74,100,26.7,WHO AFRO Health Statistics 2024,NO
MAR,Morocco,2021,37460000,1045108,2.79,447,268,21648,74,100.0,22.7,WHO AFRO Health Statistics 2024,NO
MAR,Morocco,2022,37460000,711898,1.9,304,182,14745,74,67.9,15.1,WHO AFRO Health Statistics 2024,NO
MAR,Morocco,2023,37460000,874533,2.33,374,224,18115,74,80.9,18.2,WHO AFRO Health Statistics 2024,NO
MAR,Morocco,2024,37460000,745740,1.99,319,191,15446,74,67.2,15.2,WHO AFRO Health Statistics 2024,NO
MAR,Morocco,2025,37460000,926788,2.47,397,238,19197,74,81.3,18.5,WHO AFRO Health Statistics 2024,NO
MCO,Monaco,2019,39000,1390,3.57,0,0,33,10,89.8,0.0,EMCDDA European Drug Report 2024,NO
MCO,Monaco,2020,39000,1244,3.19,0,0,29,10,78.5,0.0,EMCDDA European Drug Report 2024,NO
MCO,Monaco,2021,39000,1121,2.88,0,0,26,10,69.0,0.0,EMCDDA European Drug Report 2024,NO
MCO,Monaco,2022,39000,1126,2.89,0,0,27,10,67.4,0.0,EMCDDA European Drug Report 2024,NO
MCO,Monaco,2023,39000,1283,3.29,0,0,30,10,74.5,0.0,EMCDDA European Drug Report 2024,NO
MCO,Monaco,2024,39000,1588,4.07,0,0,38,10,89.6,0.0,EMCDDA European Drug Report 2024,NO
MCO,Monaco,2025,39000,1082,2.78,0,0,26,10,59.5,0.0,EMCDDA European Drug Report 2024,NO
MDA,Moldova,2019,2600000,62843,2.42,38,23,1525,10,61.9,1.4,EMCDDA European Drug Report 2024,NO
MDA,Moldova,2020,2600000,92486,3.56,57,34,2245,10,87.2,2.1,EMCDDA European Drug Report 2024,NO
MDA,Moldova,2021,2600000,99892,3.84,62,37,2425,10,91.5,2.2,EMCDDA European Drug Report 2024,NO
MDA,Moldova,2022,2600000,79246,3.05,48,29,1924,10,71.0,1.7,EMCDDA European Drug Report 2024,NO
MDA,Moldova,2023,2600000,95865,3.69,59,35,2328,10,83.3,2.0,EMCDDA European Drug Report 2024,NO
MDA,Moldova,2024,2600000,62633,2.41,39,23,1520,10,53.2,1.3,EMCDDA European Drug Report 2024,NO
MDA,Moldova,2025,2600000,77804,2.99,48,28,1889,10,64.1,1.6,EMCDDA European Drug Report 2024,NO
MDG,Madagascar,2019,29610000,748226,2.53,320,192,15498,59,97.3,17.0,WHO AFRO Health Statistics 2024,NO
MDG,Madagascar,2020,29610000,546260,1.84,234,140,11314,59,69.9,12.1,WHO AFRO Health Statistics 2024,NO
MDG,Madagascar,2021,29610000,813918,2.75,348,209,16859,59,100.0,17.7,WHO AFRO Health Statistics 2024,NO
MDG,Madagascar,2022,29610000,559256,1.89,238,143,11584,59,67.5,11.9,WHO AFRO Health Statistics 2024,NO
MDG,Madagascar,2023,29610000,887356,3.0,380,228,18380,59,99.0,18.5,WHO AFRO Health Statistics 2024,NO
MDG,Madagascar,2024,29610000,729562,2.46,312,187,15111,59,83.1,14.9,WHO AFRO Health Statistics 2024,NO
MDG,Madagascar,2025,29610000,935676,3.16,401,240,19381,59,98.0,18.7,WHO AFRO Health Statistics 2024,NO
MDV,Maldives,2019,521000,10071,1.93,3,2,215,10,95.1,0.2,WHO SEARO/WPRO Reports 2024,NO
MDV,Maldives,2020,521000,8748,1.68,2,1,187,10,80.7,0.2,WHO SEARO/WPRO Reports 2024,NO
MDV,Maldives,2021,521000,7967,1.53,2,1,170,10,71.7,0.2,WHO SEARO/WPRO Reports 2024,NO
MDV,Maldives,2022,521000,11184,2.15,3,2,238,10,97.2,0.2,WHO SEARO/WPRO Reports 2024,NO
MDV,Maldives,2023,521000,11534,2.21,3,2,246,10,97.6,0.2,WHO SEARO/WPRO Reports 2024,NO
MDV,Maldives,2024,521000,10572,2.03,3,2,226,10,87.3,0.2,WHO SEARO/WPRO Reports 2024,NO
MDV,Maldives,2025,521000,8621,1.65,3,1,184,10,69.3,0.2,WHO SEARO/WPRO Reports 2024,NO
MEX,Mexico,2019,128900000,4537280,3.52,2850,1759,281311,515,94.0,103.1,INEGI/CONADIC,YES
MEX,Mexico,2020,128900000,4640400,3.6,3200,2100,287704,515,93.5,103.1,INEGI/CONADIC,YES
MEX,Mexico,2021,128900000,4743520,3.68,3800,2500,294098,515,93.0,103.1,INEGI/CONADIC,YES
MEX,Mexico,2022,128900000,4846640,3.76,4200,2800,300491,515,92.5,103.1,INEGI/CONADIC,YES
MEX,Mexico,2023,128900000,4949760,3.84,3093,1855,306885,515,92.0,103.1,CONADIC Mexico 2024,NO
MEX,Mexico,2024,128900000,5052880,3.92,3157,1894,313278,515,91.5,103.1,CONADIC Mexico 2024,NO
MEX,Mexico,2025,128900000,5156000,4.0,3222,1933,319672,515,91.0,103.1,CONADIC Mexico 2024,NO
MHL,Marshall Islands,2019,42000,2583,6.15,2,1,34,10,97.0,0.1,AIHW/WHO WPRO 2024,NO
MHL,Marshall Islands,2020,42000,2762,6.58,2,1,36,10,100,0.1,AIHW/WHO WPRO 2024,NO
MHL,Marshall Islands,2021,42000,1585,3.77,0,0,21,10,57.2,0.0,AIHW/WHO WPRO 2024,NO
MHL,Marshall Islands,2022,42000,2785,6.63,2,1,36,10,96.4,0.1,AIHW/WHO WPRO 2024,NO
MHL,Marshall Islands,2023,42000,2393,5.7,1,1,31,10,80.8,0.0,AIHW/WHO WPRO 2024,NO
MHL,Marshall Islands,2024,42000,3095,7.37,2,1,41,10,98.5,0.1,AIHW/WHO WPRO 2024,NO
MHL,Marshall Islands,2025,42000,2420,5.76,2,1,32,10,77.5,0.0,AIHW/WHO WPRO 2024,NO
MKD,North Macedonia,2019,2080000,53066,2.55,32,19,1288,10,65.1,1.2,EMCDDA European Drug Report 2024,NO
MKD,North Macedonia,2020,2080000,51399,2.47,31,18,1247,10,61.3,1.1,EMCDDA European Drug Report 2024,NO
MKD,North Macedonia,2021,2080000,51823,2.49,32,19,1258,10,60.0,1.1,EMCDDA European Drug Report 2024,NO
MKD,North Macedonia,2022,2080000,66865,3.21,41,24,1623,10,74.8,1.4,EMCDDA European Drug Report 2024,NO
MKD,North Macedonia,2023,2080000,52887,2.54,32,19,1283,10,57.8,1.1,EMCDDA European Drug Report 2024,NO
MKD,North Macedonia,2024,2080000,83475,4.01,51,31,2026,10,88.3,1.7,EMCDDA European Drug Report 2024,NO
MKD,North Macedonia,2025,2080000,52961,2.55,33,19,1286,10,54.6,1.1,EMCDDA European Drug Report 2024,NO
MLI,Mali,2019,22590000,700223,3.1,300,180,14504,45,100,15.9,WHO AFRO Health Statistics 2024,NO
MLI,Mali,2020,22590000,720570,3.19,308,185,14925,45,100,16.0,WHO AFRO Health Statistics 2024,NO
MLI,Mali,2021,22590000,412017,1.82,175,105,8533,45,67.1,9.0,WHO AFRO Health Statistics 2024,NO
MLI,Mali,2022,22590000,475524,2.11,203,121,9849,45,75.1,10.1,WHO AFRO Health Statistics 2024,NO
MLI,Mali,2023,22590000,711499,3.15,304,182,14737,45,99.0,14.8,WHO AFRO Health Statistics 2024,NO
MLI,Mali,2024,22590000,654073,2.9,280,168,13548,45,97.6,13.3,WHO AFRO Health Statistics 2024,NO
MLI,Mali,2025,22590000,538919,2.39,230,138,11163,45,78.4,10.8,WHO AFRO Health Statistics 2024,NO
MLT,Malta,2019,520000,11581,2.23,7,4,280,10,57.2,0.3,EMCDDA European Drug Report 2024,NO
MLT,Malta,2020,520000,19457,3.74,11,7,472,10,91.6,0.4,EMCDDA European Drug Report 2024,NO
MLT,Malta,2021,520000,12953,2.49,7,4,313,10,60.0,0.3,EMCDDA European Drug Report 2024,NO
MLT,Malta,2022,520000,12068,2.32,7,4,292,10,54.4,0.3,EMCDDA European Drug Report 2024,NO
MLT,Malta,2023,520000,16957,3.26,10,6,410,10,73.8,0.4,EMCDDA European Drug Report 2024,NO
MLT,Malta,2024,520000,19302,3.71,11,7,468,10,81.7,0.4,EMCDDA European Drug Report 2024,NO
MLT,Malta,2025,520000,13118,2.52,8,4,318,10,54.1,0.3,EMCDDA European Drug Report 2024,NO
MMR,Myanmar,2019,54180000,711741,1.31,271,162,15251,108,65.6,16.2,WHO SEARO/WPRO Reports 2024,NO
MMR,Myanmar,2020,54180000,1060179,1.96,403,241,22717,108,93.6,23.6,WHO SEARO/WPRO Reports 2024,NO
MMR,Myanmar,2021,54180000,1014431,1.87,386,231,21737,108,87.3,22.1,WHO SEARO/WPRO Reports 2024,NO
MMR,Myanmar,2022,54180000,1360864,2.51,517,310,29160,108,99.5,29.0,WHO SEARO/WPRO Reports 2024,NO
MMR,Myanmar,2023,54180000,1144828,2.11,435,261,24531,108,93.2,23.9,WHO SEARO/WPRO Reports 2024,NO
MMR,Myanmar,2024,54180000,1411208,2.6,537,322,30239,108,98.5,28.8,WHO SEARO/WPRO Reports 2024,NO
MMR,Myanmar,2025,54180000,1065167,1.97,405,243,22825,108,82.4,21.3,WHO SEARO/WPRO Reports 2024,NO
MNE,Montenegro,2019,620000,18101,2.92,10,6,439,10,74.1,0.4,EMCDDA European Drug Report 2024,NO
MNE,Montenegro,2020,620000,18090,2.92,10,6,439,10,72.0,0.4,EMCDDA European Drug Report 2024,NO
MNE,Montenegro,2021,620000,24852,4.01,14,8,603,10,95.4,0.5,EMCDDA European Drug Report 2024,NO
MNE,Montenegro,2022,620000,22540,3.64,14,8,547,10,84.4,0.5,EMCDDA European Drug Report 2024,NO
MNE,Montenegro,2023,620000,26875,4.33,16,9,651,10,97.8,0.6,EMCDDA European Drug Report 2024,NO
MNE,Montenegro,2024,620000,25579,4.13,15,9,620,10,90.7,0.5,EMCDDA European Drug Report 2024,NO
MNE,Montenegro,2025,620000,19168,3.09,12,7,465,10,66.3,0.4,EMCDDA European Drug Report 2024,NO
MNG,Mongolia,2019,3350000,61526,1.84,22,13,1318,10,90.5,1.4,WHO SEARO/WPRO Reports 2024,NO
MNG,Mongolia,2020,3350000,68864,2.06,26,15,1475,10,98.2,1.5,WHO SEARO/WPRO Reports 2024,NO
MNG,Mongolia,2021,3350000,73305,2.19,27,16,1570,10,100.0,1.6,WHO SEARO/WPRO Reports 2024,NO
MNG,Mongolia,2022,3350000,46890,1.4,17,10,1003,10,63.9,1.0,WHO SEARO/WPRO Reports 2024,NO
MNG,Mongolia,2023,3350000,52674,1.57,19,11,1128,10,69.6,1.1,WHO SEARO/WPRO Reports 2024,NO
MNG,Mongolia,2024,3350000,54102,1.62,20,12,1159,10,69.6,1.1,WHO SEARO/WPRO Reports 2024,NO
MNG,Mongolia,2025,3350000,67967,2.03,25,15,1456,10,85.0,1.4,WHO SEARO/WPRO Reports 2024,NO
MOZ,Mozambique,2019,32970000,1022239,3.1,437,262,21174,65,100,23.2,WHO AFRO Health Statistics 2024,NO
MOZ,Mozambique,2020,32970000,936063,2.84,400,240,19389,65,100,20.8,WHO AFRO Health Statistics 2024,NO
MOZ,Mozambique,2021,32970000,650386,1.97,277,166,13471,65,72.5,14.1,WHO AFRO Health Statistics 2024,NO
MOZ,Mozambique,2022,32970000,917074,2.78,392,235,18996,65,98.7,19.5,WHO AFRO Health Statistics 2024,NO
MOZ,Mozambique,2023,32970000,1140566,3.46,488,293,23625,65,99.0,23.8,WHO AFRO Health Statistics 2024,NO
MOZ,Mozambique,2024,32970000,736422,2.23,315,189,15253,65,75.4,15.0,WHO AFRO Health Statistics 2024,NO
MOZ,Mozambique,2025,32970000,909017,2.76,389,233,18829,65,90.6,18.2,WHO AFRO Health Statistics 2024,NO
MRT,Mauritania,2019,4770000,125558,2.63,53,32,2600,10,100,2.9,WHO AFRO Health Statistics 2024,NO
MRT,Mauritania,2020,4770000,128108,2.69,54,32,2653,10,100,2.8,WHO AFRO Health Statistics 2024,NO
MRT,Mauritania,2021,4770000,101294,2.12,43,25,2097,10,77.8,2.2,WHO AFRO Health Statistics 2024,NO
MRT,Mauritania,2022,4770000,128443,2.69,54,32,2660,10,95.6,2.7,WHO AFRO Health Statistics 2024,NO
MRT,Mauritania,2023,4770000,131869,2.76,55,33,2731,10,95.6,2.7,WHO AFRO Health Statistics 2024,NO
MRT,Mauritania,2024,4770000,118645,2.49,49,29,2456,10,83.9,2.4,WHO AFRO Health Statistics 2024,NO
MRT,Mauritania,2025,4770000,115523,2.42,49,29,2392,10,79.6,2.3,WHO AFRO Health Statistics 2024,NO
MUS,Mauritius,2019,1270000,34170,2.69,14,8,707,10,100,0.8,WHO AFRO Health Statistics 2024,NO
MUS,Mauritius,2020,1270000,28109,2.21,11,7,581,10,83.3,0.6,WHO AFRO Health Statistics 2024,NO
MUS,Mauritius,2021,1270000,37501,2.95,15,9,776,10,100.0,0.8,WHO AFRO Health Statistics 2024,NO
MUS,Mauritius,2022,1270000,25053,1.97,10,6,518,10,70.5,0.5,WHO AFRO Health Statistics 2024,NO
MUS,Mauritius,2023,1270000,41426,3.26,17,10,857,10,99.0,0.9,WHO AFRO Health Statistics 2024,NO
MUS,Mauritius,2024,1270000,40743,3.21,16,9,843,10,98.5,0.8,WHO AFRO Health Statistics 2024,NO
MUS,Mauritius,2025,1270000,43579,3.43,18,10,902,10,98.0,0.9,WHO AFRO Health Statistics 2024,NO
MWI,Malawi,2019,20410000,629027,3.08,269,161,13029,40,100,14.3,WHO AFRO Health Statistics 2024,NO
MWI,Malawi,2020,20410000,377480,1.85,161,96,7819,40,70.0,8.4,WHO AFRO Health Statistics 2024,NO
MWI,Malawi,2021,20410000,516661,2.53,220,132,10701,40,92.4,11.2,WHO AFRO Health Statistics 2024,NO
MWI,Malawi,2022,20410000,675595,3.31,289,173,13993,40,99.5,14.4,WHO AFRO Health Statistics 2024,NO
MWI,Malawi,2023,20410000,659082,3.23,282,169,13652,40,99.0,13.7,WHO AFRO Health Statistics 2024,NO
MWI,Malawi,2024,20410000,685169,3.36,293,175,14192,40,98.5,14.0,WHO AFRO Health Statistics 2024,NO
MWI,Malawi,2025,20410000,663236,3.25,284,170,13738,40,98.0,13.3,WHO AFRO Health Statistics 2024,NO
MYS,Malaysia,2019,33940000,804114,2.37,306,183,17230,67,100,18.3,WHO SEARO/WPRO Reports 2024,NO
MYS,Malaysia,2020,33940000,501432,1.48,190,114,10744,67,71.3,11.1,WHO SEARO/WPRO Reports 2024,NO
MYS,Malaysia,2021,33940000,624514,1.84,237,142,13382,67,85.8,13.6,WHO SEARO/WPRO Reports 2024,NO
MYS,Malaysia,2022,33940000,732651,2.16,278,166,15698,67,97.7,15.6,WHO SEARO/WPRO Reports 2024,NO
MYS,Malaysia,2023,33940000,647945,1.91,246,148,13884,67,84.3,13.5,WHO SEARO/WPRO Reports 2024,NO
MYS,Malaysia,2024,33940000,725659,2.14,276,165,15549,67,91.9,14.8,WHO SEARO/WPRO Reports 2024,NO
MYS,Malaysia,2025,33940000,832723,2.45,317,190,17844,67,98.0,16.7,WHO SEARO/WPRO Reports 2024,NO
NAM,Namibia,2019,2570000,64403,2.51,27,16,1334,10,96.6,1.5,WHO AFRO Health Statistics 2024,NO
NAM,Namibia,2020,2570000,64593,2.51,27,16,1337,10,94.3,1.4,WHO AFRO Health Statistics 2024,NO
NAM,Namibia,2021,2570000,53461,2.08,22,13,1106,10,76.3,1.2,WHO AFRO Health Statistics 2024,NO
NAM,Namibia,2022,2570000,80524,3.13,33,20,1667,10,99.5,1.7,WHO AFRO Health Statistics 2024,NO
NAM,Namibia,2023,2570000,78544,3.06,33,20,1626,10,99.0,1.6,WHO AFRO Health Statistics 2024,NO
NAM,Namibia,2024,2570000,76282,2.97,32,19,1579,10,98.5,1.6,WHO AFRO Health Statistics 2024,NO
NAM,Namibia,2025,2570000,64802,2.52,27,16,1342,10,82.8,1.3,WHO AFRO Health Statistics 2024,NO
NER,Niger,2019,26210000,633980,2.42,271,162,13132,52,93.3,14.4,WHO AFRO Health Statistics 2024,NO
NER,Niger,2020,26210000,760284,2.9,325,195,15748,52,100,16.9,WHO AFRO Health Statistics 2024,NO
NER,Niger,2021,26210000,636905,2.43,272,163,13192,52,88.8,13.8,WHO AFRO Health Statistics 2024,NO
NER,Niger,2022,26210000,871421,3.32,373,223,18050,52,99.5,18.5,WHO AFRO Health Statistics 2024,NO
NER,Niger,2023,26210000,541482,2.07,231,138,11215,52,71.7,11.3,WHO AFRO Health Statistics 2024,NO
NER,Niger,2024,26210000,907435,3.46,388,232,18796,52,98.5,18.5,WHO AFRO Health Statistics 2024,NO
NER,Niger,2025,26210000,657588,2.51,281,168,13621,52,82.4,13.2,WHO AFRO Health Statistics 2024,NO
NGA,Nigeria,2019,218500000,4640276,2.12,1987,1192,96119,437,82.3,105.5,WHO AFRO Health Statistics 2024,NO
NGA,Nigeria,2020,218500000,5041993,2.31,2160,1296,104440,437,86.7,112.0,WHO AFRO Health Statistics 2024,NO
NGA,Nigeria,2021,218500000,4040431,1.85,1731,1038,83694,437,68.0,87.8,WHO AFRO Health Statistics 2024,NO
NGA,Nigeria,2022,218500000,6765555,3.1,2898,1739,140142,437,99.5,143.9,WHO AFRO Health Statistics 2024,NO
NGA,Nigeria,2023,218500000,5608324,2.57,2402,1441,116171,437,88.8,116.8,WHO AFRO Health Statistics 2024,NO
NGA,Nigeria,2024,218500000,6991714,3.2,2995,1797,144828,437,98.5,142.7,WHO AFRO Health Statistics 2024,NO
NGA,Nigeria,2025,218500000,6926725,3.17,2968,1780,143482,437,98.0,138.5,WHO AFRO Health Statistics 2024,NO
NIC,Nicaragua,2019,6950000,564214,8.12,1194,716,6305,13,95.3,12.8,PAHO/WHO Americas Report 2024,NO
NIC,Nicaragua,2020,6950000,427491,6.15,904,542,4777,13,70.8,9.5,PAHO/WHO Americas Report 2024,NO
NIC,Nicaragua,2021,6950000,443635,6.38,939,563,4957,13,71.4,9.6,PAHO/WHO Americas Report 2024,NO
NIC,Nicaragua,2022,6950000,400308,5.76,846,508,4473,13,62.8,8.5,PAHO/WHO Americas Report 2024,NO
NIC,Nicaragua,2023,6950000,676963,9.74,1433,859,7565,13,99.0,14.1,PAHO/WHO Americas Report 2024,NO
NIC,Nicaragua,2024,6950000,575571,8.28,1218,730,6432,13,85.0,11.7,PAHO/WHO Americas Report 2024,NO
NIC,Nicaragua,2025,6950000,463203,6.66,980,588,5176,13,66.6,9.3,PAHO/WHO Americas Report 2024,NO
NLD,Netherlands,2019,17530000,509071,2.9,310,262,16660,140,71.0,11.6,Trimbos Institute,YES
NLD,Netherlands,2020,17530000,520641,2.97,330,280,17038,140,70.5,11.6,Trimbos Institute,YES
NLD,Netherlands,2021,17530000,532210,3.04,350,300,17417,140,70.0,11.6,Trimbos Institute,YES
NLD,Netherlands,2022,17530000,543780,3.1,370,320,17796,140,69.5,11.6,Trimbos Institute,YES
NLD,Netherlands,2023,17530000,555350,3.17,286,171,18174,140,69.0,11.6,Trimbos Netherlands 2024,NO
NLD,Netherlands,2024,17530000,566920,3.23,292,175,18553,140,68.5,11.6,Trimbos Netherlands 2024,NO
NLD,Netherlands,2025,17530000,578490,3.3,298,178,18932,140,68.0,11.6,Trimbos Netherlands 2024,NO
NOR,Norway,2019,5430000,118416,2.18,73,44,2874,10,56.1,2.7,EMCDDA European Drug Report 2024,NO
NOR,Norway,2020,5430000,164986,3.04,103,62,4006,10,74.8,3.7,EMCDDA European Drug Report 2024,NO
NOR,Norway,2021,5430000,182893,3.37,114,68,4440,10,80.5,4.0,EMCDDA European Drug Report 2024,NO
NOR,Norway,2022,5430000,163238,3.01,102,61,3963,10,70.0,3.5,EMCDDA European Drug Report 2024,NO
NOR,Norway,2023,5430000,227368,4.19,142,85,5520,10,94.5,4.7,EMCDDA European Drug Report 2024,NO
NOR,Norway,2024,5430000,209728,3.86,131,78,5093,10,85.0,4.3,EMCDDA European Drug Report 2024,NO
NOR,Norway,2025,5430000,236589,4.36,148,88,5745,10,93.4,4.7,EMCDDA European Drug Report 2024,NO
NPL,Nepal,2019,30550000,401122,1.31,152,91,8594,61,65.5,9.1,WHO SEARO/WPRO Reports 2024,NO
NPL,Nepal,2020,30550000,414128,1.36,157,94,8874,61,65.6,9.2,WHO SEARO/WPRO Reports 2024,NO
NPL,Nepal,2021,30550000,488815,1.6,185,111,10474,61,74.9,10.6,WHO SEARO/WPRO Reports 2024,NO
NPL,Nepal,2022,30550000,557963,1.83,212,127,11955,61,82.9,11.9,WHO SEARO/WPRO Reports 2024,NO
NPL,Nepal,2023,30550000,463896,1.52,176,105,9939,61,67.3,9.7,WHO SEARO/WPRO Reports 2024,NO
NPL,Nepal,2024,30550000,697781,2.28,265,159,14951,61,98.2,14.2,WHO SEARO/WPRO Reports 2024,NO
NPL,Nepal,2025,30550000,456322,1.49,173,103,9778,61,62.6,9.1,WHO SEARO/WPRO Reports 2024,NO
NRU,Nauru,2019,11000,701,6.38,0,0,8,10,100,0.0,AIHW/WHO WPRO 2024,NO
NRU,Nauru,2020,11000,599,5.45,0,0,7,10,83.9,0.0,AIHW/WHO WPRO 2024,NO
NRU,Nauru,2021,11000,443,4.04,0,0,5,10,61.0,0.0,AIHW/WHO WPRO 2024,NO
NRU,Nauru,2022,11000,658,5.99,0,0,8,10,87.2,0.0,AIHW/WHO WPRO 2024,NO
NRU,Nauru,2023,11000,559,5.1,0,0,6,10,72.4,0.0,AIHW/WHO WPRO 2024,NO
NRU,Nauru,2024,11000,636,5.79,0,0,7,10,80.0,0.0,AIHW/WHO WPRO 2024,NO
NRU,Nauru,2025,11000,679,6.17,0,0,9,10,83.0,0.0,AIHW/WHO WPRO 2024,NO
NZL,New Zealand,2019,5120000,226020,4.41,252,151,3039,10,70.5,5.1,AIHW/WHO WPRO 2024,NO
